word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter,top5SecondLetter,top5ThirdLetter,top5FourthLetter,top5FifthLetter,numberOfTop5Letters
PIONY,P,I,O,N,Y,1,1,1,1,1,5
PIOUS,P,I,O,U,S,1,1,1,0,1,4
PIOYE,P,I,O,Y,E,1,1,1,0,1,4
PIOYS,P,I,O,Y,S,1,1,1,0,1,4
PIPAL,P,I,P,A,L,1,1,0,1,0,3
PIPAS,P,I,P,A,S,1,1,0,1,1,4
PIPED,P,I,P,E,D,1,1,0,1,1,4
PIPES,P,I,P,E,S,1,1,0,1,1,4
PIPET,P,I,P,E,T,1,1,0,1,0,3
PIPID,P,I,P,I,D,1,1,0,1,1,4
PIPIS,P,I,P,I,S,1,1,0,1,1,4
PIPIT,P,I,P,I,T,1,1,0,1,0,3
PIPPY,P,I,P,P,Y,1,1,0,0,1,3
PIPUL,P,I,P,U,L,1,1,0,0,0,2
PIQUI,P,I,Q,U,I,1,1,0,0,0,2
PIRAI,P,I,R,A,I,1,1,1,1,0,4
PIRKS,P,I,R,K,S,1,1,1,0,1,4
PIRLS,P,I,R,L,S,1,1,1,0,1,4
PIRNS,P,I,R,N,S,1,1,1,1,1,5
PIROG,P,I,R,O,G,1,1,1,0,0,3
PIRRE,P,I,R,R,E,1,1,1,0,1,4
PIRRI,P,I,R,R,I,1,1,1,0,0,3
PIRRS,P,I,R,R,S,1,1,1,0,1,4
PISCO,P,I,S,C,O,1,1,0,0,0,2
PISES,P,I,S,E,S,1,1,0,1,1,4
PISKY,P,I,S,K,Y,1,1,0,0,1,3
PISOS,P,I,S,O,S,1,1,0,0,1,3
PISSY,P,I,S,S,Y,1,1,0,0,1,3
PISTE,P,I,S,T,E,1,1,0,1,1,4
PITAS,P,I,T,A,S,1,1,0,1,1,4
PITHS,P,I,T,H,S,1,1,0,0,1,3
PITON,P,I,T,O,N,1,1,0,0,0,2
PITOT,P,I,T,O,T,1,1,0,0,0,2
PITSO,P,I,T,S,O,1,1,0,0,0,2
PITSU,P,I,T,S,U,1,1,0,0,0,2
PITTA,P,I,T,T,A,1,1,0,1,1,4
PITTU,P,I,T,T,U,1,1,0,1,0,3
PIUMA,P,I,U,M,A,1,1,0,0,1,3
PIUMS,P,I,U,M,S,1,1,0,0,1,3
PIVOS,P,I,V,O,S,1,1,0,0,1,3
PIXES,P,I,X,E,S,1,1,0,1,1,4
PIYUT,P,I,Y,U,T,1,1,0,0,0,2
PIZED,P,I,Z,E,D,1,1,0,1,1,4
PIZER,P,I,Z,E,R,1,1,0,1,0,3
PIZES,P,I,Z,E,S,1,1,0,1,1,4
PLAAS,P,L,A,A,S,1,0,1,1,1,4
PLACK,P,L,A,C,K,1,0,1,0,0,2
PLAGA,P,L,A,G,A,1,0,1,0,1,3
PLAGE,P,L,A,G,E,1,0,1,0,1,3
PLAIG,P,L,A,I,G,1,0,1,1,0,3
PLANC,P,L,A,N,C,1,0,1,1,0,3
PLANH,P,L,A,N,H,1,0,1,1,0,3
PLANS,P,L,A,N,S,1,0,1,1,1,4
PLAPS,P,L,A,P,S,1,0,1,0,1,3
PLASH,P,L,A,S,H,1,0,1,0,0,2
PLASM,P,L,A,S,M,1,0,1,0,0,2
PLAST,P,L,A,S,T,1,0,1,0,0,2
PLATS,P,L,A,T,S,1,0,1,1,1,4
PLATT,P,L,A,T,T,1,0,1,1,0,3
PLATY,P,L,A,T,Y,1,0,1,1,1,4
PLAUD,P,L,A,U,D,1,0,1,0,1,3
PLAUR,P,L,A,U,R,1,0,1,0,0,2
PLAVS,P,L,A,V,S,1,0,1,0,1,3
PLAYA,P,L,A,Y,A,1,0,1,0,1,3
PLAYS,P,L,A,Y,S,1,0,1,0,1,3
PLEAS,P,L,E,A,S,1,0,0,1,1,3
PLEBE,P,L,E,B,E,1,0,0,0,1,2
PLEBS,P,L,E,B,S,1,0,0,0,1,2
PLECK,P,L,E,C,K,1,0,0,0,0,1
PLEEP,P,L,E,E,P,1,0,0,1,0,2
PLEIN,P,L,E,I,N,1,0,0,1,0,2
PLENA,P,L,E,N,A,1,0,0,1,1,3
PLENE,P,L,E,N,E,1,0,0,1,1,3
PLENO,P,L,E,N,O,1,0,0,1,0,2
PLEON,P,L,E,O,N,1,0,0,0,0,1
PLESH,P,L,E,S,H,1,0,0,0,0,1
PLETS,P,L,E,T,S,1,0,0,1,1,3
PLEWS,P,L,E,W,S,1,0,0,0,1,2
PLEXI,P,L,E,X,I,1,0,0,0,0,1
PLICA,P,L,I,C,A,1,0,1,0,1,3
PLIES,P,L,I,E,S,1,0,1,1,1,4
PLIGS,P,L,I,G,S,1,0,1,0,1,3
PLIMS,P,L,I,M,S,1,0,1,0,1,3
PLING,P,L,I,N,G,1,0,1,1,0,3
PLINK,P,L,I,N,K,1,0,1,1,0,3
PLIPS,P,L,I,P,S,1,0,1,0,1,3
PLISH,P,L,I,S,H,1,0,1,0,0,2
PLOAT,P,L,O,A,T,1,0,1,1,0,3
PLOCE,P,L,O,C,E,1,0,1,0,1,3
PLOCK,P,L,O,C,K,1,0,1,0,0,2
PLODS,P,L,O,D,S,1,0,1,0,1,3
PLOIT,P,L,O,I,T,1,0,1,1,0,3
PLOMB,P,L,O,M,B,1,0,1,0,0,2
PLONG,P,L,O,N,G,1,0,1,1,0,3
PLONK,P,L,O,N,K,1,0,1,1,0,3
PLOOK,P,L,O,O,K,1,0,1,0,0,2
PLOOT,P,L,O,O,T,1,0,1,0,0,2
PLOPS,P,L,O,P,S,1,0,1,0,1,3
PLORE,P,L,O,R,E,1,0,1,0,1,3
PLOTS,P,L,O,T,S,1,0,1,1,1,4
PLOTZ,P,L,O,T,Z,1,0,1,1,0,3
PLOUK,P,L,O,U,K,1,0,1,0,0,2
PLOUT,P,L,O,U,T,1,0,1,0,0,2
PLOWS,P,L,O,W,S,1,0,1,0,1,3
PLOWT,P,L,O,W,T,1,0,1,0,0,2
PLOYE,P,L,O,Y,E,1,0,1,0,1,3
PLOYS,P,L,O,Y,S,1,0,1,0,1,3
PLUDS,P,L,U,D,S,1,0,0,0,1,2
PLUES,P,L,U,E,S,1,0,0,1,1,3
PLUFF,P,L,U,F,F,1,0,0,0,0,1
PLUGS,P,L,U,G,S,1,0,0,0,1,2
PLUKE,P,L,U,K,E,1,0,0,0,1,2
PLUMS,P,L,U,M,S,1,0,0,0,1,2
PLUMY,P,L,U,M,Y,1,0,0,0,1,2
PLUNG,P,L,U,N,G,1,0,0,1,0,2
PLUOT,P,L,U,O,T,1,0,0,0,0,1
PLUPS,P,L,U,P,S,1,0,0,0,1,2
PLUTE,P,L,U,T,E,1,0,0,1,1,3
PLUTO,P,L,U,T,O,1,0,0,1,0,2
PLUTY,P,L,U,T,Y,1,0,0,1,1,3
PLYER,P,L,Y,E,R,1,0,0,1,0,2
PNEUS,P,N,E,U,S,1,0,0,0,1,2
POACH,P,O,A,C,H,1,1,1,0,0,3
POAKA,P,O,A,K,A,1,1,1,0,1,4
POAKE,P,O,A,K,E,1,1,1,0,1,4
POALO,P,O,A,L,O,1,1,1,0,0,3
POBBY,P,O,B,B,Y,1,1,0,0,1,3
POBOY,P,O,B,O,Y,1,1,0,0,1,3
POCAN,P,O,C,A,N,1,1,0,1,0,3
POCHE,P,O,C,H,E,1,1,0,0,1,3
POCHO,P,O,C,H,O,1,1,0,0,0,2
POCKS,P,O,C,K,S,1,1,0,0,1,3
POCKY,P,O,C,K,Y,1,1,0,0,1,3
PODAL,P,O,D,A,L,1,1,0,1,0,3
PODDY,P,O,D,D,Y,1,1,0,0,1,3
PODEX,P,O,D,E,X,1,1,0,1,0,3
PODGE,P,O,D,G,E,1,1,0,0,1,3
PODGY,P,O,D,G,Y,1,1,0,0,1,3
PODIA,P,O,D,I,A,1,1,0,1,1,4
PODOS,P,O,D,O,S,1,1,0,0,1,3
PODUS,P,O,D,U,S,1,1,0,0,1,3
POEMS,P,O,E,M,S,1,1,0,0,1,3
POENA,P,O,E,N,A,1,1,0,1,1,4
POEPS,P,O,E,P,S,1,1,0,0,1,3
POETE,P,O,E,T,E,1,1,0,1,1,4
POETS,P,O,E,T,S,1,1,0,1,1,4
POGEY,P,O,G,E,Y,1,1,0,1,1,4
POGGE,P,O,G,G,E,1,1,0,0,1,3
POGGY,P,O,G,G,Y,1,1,0,0,1,3
POGOS,P,O,G,O,S,1,1,0,0,1,3
POGUE,P,O,G,U,E,1,1,0,0,1,3
POHED,P,O,H,E,D,1,1,0,1,1,4
POILU,P,O,I,L,U,1,1,1,0,0,3
POIND,P,O,I,N,D,1,1,1,1,1,5
POIRE,P,O,I,R,E,1,1,1,0,1,4
POKAL,P,O,K,A,L,1,1,0,1,0,3
POKED,P,O,K,E,D,1,1,0,1,1,4
POKES,P,O,K,E,S,1,1,0,1,1,4
POKEY,P,O,K,E,Y,1,1,0,1,1,4
POKIE,P,O,K,I,E,1,1,0,1,1,4
POKIT,P,O,K,I,T,1,1,0,1,0,3
POLED,P,O,L,E,D,1,1,0,1,1,4
POLER,P,O,L,E,R,1,1,0,1,0,3
POLES,P,O,L,E,S,1,1,0,1,1,4
POLEY,P,O,L,E,Y,1,1,0,1,1,4
POLIO,P,O,L,I,O,1,1,0,1,0,3
POLIS,P,O,L,I,S,1,1,0,1,1,4
POLJE,P,O,L,J,E,1,1,0,0,1,3
POLKS,P,O,L,K,S,1,1,0,0,1,3
POLLO,P,O,L,L,O,1,1,0,0,0,2
POLLS,P,O,L,L,S,1,1,0,0,1,3
POLLY,P,O,L,L,Y,1,1,0,0,1,3
POLOS,P,O,L,O,S,1,1,0,0,1,3
POLTS,P,O,L,T,S,1,1,0,1,1,4
POLYS,P,O,L,Y,S,1,1,0,0,1,3
POMAS,P,O,M,A,S,1,1,0,1,1,4
POMBE,P,O,M,B,E,1,1,0,0,1,3
POMES,P,O,M,E,S,1,1,0,1,1,4
POMME,P,O,M,M,E,1,1,0,0,1,3
POMMY,P,O,M,M,Y,1,1,0,0,1,3
POMOS,P,O,M,O,S,1,1,0,0,1,3
POMPA,P,O,M,P,A,1,1,0,0,1,3
POMPS,P,O,M,P,S,1,1,0,0,1,3
PONCE,P,O,N,C,E,1,1,1,0,1,4
PONCY,P,O,N,C,Y,1,1,1,0,1,4
PONDS,P,O,N,D,S,1,1,1,0,1,4
PONDY,P,O,N,D,Y,1,1,1,0,1,4
PONES,P,O,N,E,S,1,1,1,1,1,5
PONEY,P,O,N,E,Y,1,1,1,1,1,5
PONGA,P,O,N,G,A,1,1,1,0,1,4
PONGO,P,O,N,G,O,1,1,1,0,0,3
PONGS,P,O,N,G,S,1,1,1,0,1,4
PONGY,P,O,N,G,Y,1,1,1,0,1,4
PONKS,P,O,N,K,S,1,1,1,0,1,4
PONOR,P,O,N,O,R,1,1,1,0,0,3
PONTO,P,O,N,T,O,1,1,1,1,0,4
PONTS,P,O,N,T,S,1,1,1,1,1,5
PONTY,P,O,N,T,Y,1,1,1,1,1,5
PONZU,P,O,N,Z,U,1,1,1,0,0,3
POOAY,P,O,O,A,Y,1,1,1,1,1,5
POODS,P,O,O,D,S,1,1,1,0,1,4
POOED,P,O,O,E,D,1,1,1,1,1,5
POOEY,P,O,O,E,Y,1,1,1,1,1,5
POOFS,P,O,O,F,S,1,1,1,0,1,4
POOFY,P,O,O,F,Y,1,1,1,0,1,4
POOHS,P,O,O,H,S,1,1,1,0,1,4
POOHY,P,O,O,H,Y,1,1,1,0,1,4
POOJA,P,O,O,J,A,1,1,1,0,1,4
POOKA,P,O,O,K,A,1,1,1,0,1,4
POOKS,P,O,O,K,S,1,1,1,0,1,4
POOLS,P,O,O,L,S,1,1,1,0,1,4
POOLY,P,O,O,L,Y,1,1,1,0,1,4
POONS,P,O,O,N,S,1,1,1,1,1,5
POOPA,P,O,O,P,A,1,1,1,0,1,4
POOPS,P,O,O,P,S,1,1,1,0,1,4
POOPY,P,O,O,P,Y,1,1,1,0,1,4
POORI,P,O,O,R,I,1,1,1,0,0,3
POORT,P,O,O,R,T,1,1,1,0,0,3
POOTS,P,O,O,T,S,1,1,1,1,1,5
POOTY,P,O,O,T,Y,1,1,1,1,1,5
POOVE,P,O,O,V,E,1,1,1,0,1,4
POOVY,P,O,O,V,Y,1,1,1,0,1,4
POPES,P,O,P,E,S,1,1,0,1,1,4
POPIA,P,O,P,I,A,1,1,0,1,1,4
POPOS,P,O,P,O,S,1,1,0,0,1,3
POPPA,P,O,P,P,A,1,1,0,0,1,3
POPSY,P,O,P,S,Y,1,1,0,0,1,3
POPUP,P,O,P,U,P,1,1,0,0,0,2
PORAE,P,O,R,A,E,1,1,1,1,1,5
PORAL,P,O,R,A,L,1,1,1,1,0,4
PORED,P,O,R,E,D,1,1,1,1,1,5
PORER,P,O,R,E,R,1,1,1,1,0,4
PORES,P,O,R,E,S,1,1,1,1,1,5
POREY,P,O,R,E,Y,1,1,1,1,1,5
PORGE,P,O,R,G,E,1,1,1,0,1,4
PORGY,P,O,R,G,Y,1,1,1,0,1,4
PORIN,P,O,R,I,N,1,1,1,1,0,4
PORKS,P,O,R,K,S,1,1,1,0,1,4
PORKY,P,O,R,K,Y,1,1,1,0,1,4
PORNO,P,O,R,N,O,1,1,1,1,0,4
PORNS,P,O,R,N,S,1,1,1,1,1,5
PORNY,P,O,R,N,Y,1,1,1,1,1,5
PORTA,P,O,R,T,A,1,1,1,1,1,5
PORTE,P,O,R,T,E,1,1,1,1,1,5
PORTH,P,O,R,T,H,1,1,1,1,0,4
PORTS,P,O,R,T,S,1,1,1,1,1,5
PORTY,P,O,R,T,Y,1,1,1,1,1,5
PORUS,P,O,R,U,S,1,1,1,0,1,4
POSCA,P,O,S,C,A,1,1,0,0,1,3
POSED,P,O,S,E,D,1,1,0,1,1,4
POSES,P,O,S,E,S,1,1,0,1,1,4
POSET,P,O,S,E,T,1,1,0,1,0,3
POSEY,P,O,S,E,Y,1,1,0,1,1,4
POSHO,P,O,S,H,O,1,1,0,0,0,2
POSOL,P,O,S,O,L,1,1,0,0,0,2
POSTE,P,O,S,T,E,1,1,0,1,1,4
POSTS,P,O,S,T,S,1,1,0,1,1,4
POTAE,P,O,T,A,E,1,1,0,1,1,4
POTAI,P,O,T,A,I,1,1,0,1,0,3
POTCH,P,O,T,C,H,1,1,0,0,0,2
POTED,P,O,T,E,D,1,1,0,1,1,4
POTES,P,O,T,E,S,1,1,0,1,1,4
POTIN,P,O,T,I,N,1,1,0,1,0,3
POTOO,P,O,T,O,O,1,1,0,0,0,2
POTRO,P,O,T,R,O,1,1,0,0,0,2
POTSY,P,O,T,S,Y,1,1,0,0,1,3
POTTO,P,O,T,T,O,1,1,0,1,0,3
POTTS,P,O,T,T,S,1,1,0,1,1,4
POTTY,P,O,T,T,Y,1,1,0,1,1,4
POUCE,P,O,U,C,E,1,1,0,0,1,3
POUFF,P,O,U,F,F,1,1,0,0,0,2
POUFS,P,O,U,F,S,1,1,0,0,1,3
POUFY,P,O,U,F,Y,1,1,0,0,1,3
POUIS,P,O,U,I,S,1,1,0,1,1,4
POUKE,P,O,U,K,E,1,1,0,0,1,3
POUKS,P,O,U,K,S,1,1,0,0,1,3
POULE,P,O,U,L,E,1,1,0,0,1,3
POULP,P,O,U,L,P,1,1,0,0,0,2
POULT,P,O,U,L,T,1,1,0,0,0,2
POUPE,P,O,U,P,E,1,1,0,0,1,3
POUPT,P,O,U,P,T,1,1,0,0,0,2
POURS,P,O,U,R,S,1,1,0,0,1,3
POUSY,P,O,U,S,Y,1,1,0,0,1,3
POUTS,P,O,U,T,S,1,1,0,1,1,4
POVOS,P,O,V,O,S,1,1,0,0,1,3
POWAN,P,O,W,A,N,1,1,0,1,0,3
POWIE,P,O,W,I,E,1,1,0,1,1,4
POWIN,P,O,W,I,N,1,1,0,1,0,3
POWIS,P,O,W,I,S,1,1,0,1,1,4
POWLT,P,O,W,L,T,1,1,0,0,0,2
POWND,P,O,W,N,D,1,1,0,1,1,4
POWNS,P,O,W,N,S,1,1,0,1,1,4
POWNY,P,O,W,N,Y,1,1,0,1,1,4
POWRE,P,O,W,R,E,1,1,0,0,1,3
POWSY,P,O,W,S,Y,1,1,0,0,1,3
POXED,P,O,X,E,D,1,1,0,1,1,4
POXES,P,O,X,E,S,1,1,0,1,1,4
POYAS,P,O,Y,A,S,1,1,0,1,1,4
POYNT,P,O,Y,N,T,1,1,0,1,0,3
POYOU,P,O,Y,O,U,1,1,0,0,0,2
POYSE,P,O,Y,S,E,1,1,0,0,1,3
POZZY,P,O,Z,Z,Y,1,1,0,0,1,3
PRAAM,P,R,A,A,M,1,0,1,1,0,3
PRADS,P,R,A,D,S,1,0,1,0,1,3
PRAGS,P,R,A,G,S,1,0,1,0,1,3
PRAHU,P,R,A,H,U,1,0,1,0,0,2
PRAMS,P,R,A,M,S,1,0,1,0,1,3
PRANA,P,R,A,N,A,1,0,1,1,1,4
PRANG,P,R,A,N,G,1,0,1,1,0,3
PRAOS,P,R,A,O,S,1,0,1,0,1,3
PRAPS,P,R,A,P,S,1,0,1,0,1,3
PRASE,P,R,A,S,E,1,0,1,0,1,3
PRATE,P,R,A,T,E,1,0,1,1,1,4
PRATS,P,R,A,T,S,1,0,1,1,1,4
PRATT,P,R,A,T,T,1,0,1,1,0,3
PRATY,P,R,A,T,Y,1,0,1,1,1,4
PRAUS,P,R,A,U,S,1,0,1,0,1,3
PRAYS,P,R,A,Y,S,1,0,1,0,1,3
PREAK,P,R,E,A,K,1,0,0,1,0,2
PREDY,P,R,E,D,Y,1,0,0,0,1,2
PREED,P,R,E,E,D,1,0,0,1,1,3
PREEM,P,R,E,E,M,1,0,0,1,0,2
PREES,P,R,E,E,S,1,0,0,1,1,3
PREIF,P,R,E,I,F,1,0,0,1,0,2
PREKE,P,R,E,K,E,1,0,0,0,1,2
PREMS,P,R,E,M,S,1,0,0,0,1,2
PREMY,P,R,E,M,Y,1,0,0,0,1,2
PRENT,P,R,E,N,T,1,0,0,1,0,2
PREON,P,R,E,O,N,1,0,0,0,0,1
PREOP,P,R,E,O,P,1,0,0,0,0,1
PREPS,P,R,E,P,S,1,0,0,0,1,2
PRESA,P,R,E,S,A,1,0,0,0,1,2
PRESE,P,R,E,S,E,1,0,0,0,1,2
PREST,P,R,E,S,T,1,0,0,0,0,1
PRETA,P,R,E,T,A,1,0,0,1,1,3
PREUX,P,R,E,U,X,1,0,0,0,0,1
PREVE,P,R,E,V,E,1,0,0,0,1,2
PREXY,P,R,E,X,Y,1,0,0,0,1,2
PREYS,P,R,E,Y,S,1,0,0,0,1,2
PRIAL,P,R,I,A,L,1,0,1,1,0,3
PRIAN,P,R,I,A,N,1,0,1,1,0,3
PRICY,P,R,I,C,Y,1,0,1,0,1,3
PRIDY,P,R,I,D,Y,1,0,1,0,1,3
PRIEF,P,R,I,E,F,1,0,1,1,0,3
PRIER,P,R,I,E,R,1,0,1,1,0,3
PRIES,P,R,I,E,S,1,0,1,1,1,4
PRIGS,P,R,I,G,S,1,0,1,0,1,3
PRILL,P,R,I,L,L,1,0,1,0,0,2
PRIMA,P,R,I,M,A,1,0,1,0,1,3
PRIMI,P,R,I,M,I,1,0,1,0,0,2
PRIMP,P,R,I,M,P,1,0,1,0,0,2
PRIMS,P,R,I,M,S,1,0,1,0,1,3
PRIMY,P,R,I,M,Y,1,0,1,0,1,3
PRING,P,R,I,N,G,1,0,1,1,0,3
PRINK,P,R,I,N,K,1,0,1,1,0,3
PRION,P,R,I,O,N,1,0,1,0,0,2
PRISE,P,R,I,S,E,1,0,1,0,1,3
PRISS,P,R,I,S,S,1,0,1,0,1,3
PRIUS,P,R,I,U,S,1,0,1,0,1,3
PROAL,P,R,O,A,L,1,0,1,1,0,3
PROAS,P,R,O,A,S,1,0,1,1,1,4
PROBS,P,R,O,B,S,1,0,1,0,1,3
PROBY,P,R,O,B,Y,1,0,1,0,1,3
PRODD,P,R,O,D,D,1,0,1,0,1,3
PRODS,P,R,O,D,S,1,0,1,0,1,3
PROEM,P,R,O,E,M,1,0,1,1,0,3
PROFS,P,R,O,F,S,1,0,1,0,1,3
PROGS,P,R,O,G,S,1,0,1,0,1,3
PROIN,P,R,O,I,N,1,0,1,1,0,3
PROKE,P,R,O,K,E,1,0,1,0,1,3
PROLE,P,R,O,L,E,1,0,1,0,1,3
PROLL,P,R,O,L,L,1,0,1,0,0,2
PROMO,P,R,O,M,O,1,0,1,0,0,2
PROMS,P,R,O,M,S,1,0,1,0,1,3
PRONK,P,R,O,N,K,1,0,1,1,0,3
PROOK,P,R,O,O,K,1,0,1,0,0,2
PROOT,P,R,O,O,T,1,0,1,0,0,2
PROPS,P,R,O,P,S,1,0,1,0,1,3
PRORA,P,R,O,R,A,1,0,1,0,1,3
PRORE,P,R,O,R,E,1,0,1,0,1,3
PROSO,P,R,O,S,O,1,0,1,0,0,2
PROSS,P,R,O,S,S,1,0,1,0,1,3
PROST,P,R,O,S,T,1,0,1,0,0,2
PROSY,P,R,O,S,Y,1,0,1,0,1,3
PROTO,P,R,O,T,O,1,0,1,1,0,3
PROUL,P,R,O,U,L,1,0,1,0,0,2
PROWK,P,R,O,W,K,1,0,1,0,0,2
PROWS,P,R,O,W,S,1,0,1,0,1,3
PROYN,P,R,O,Y,N,1,0,1,0,0,2
PRUNO,P,R,U,N,O,1,0,0,1,0,2
PRUNT,P,R,U,N,T,1,0,0,1,0,2
PRUNY,P,R,U,N,Y,1,0,0,1,1,3
PRUTA,P,R,U,T,A,1,0,0,1,1,3
PRYAN,P,R,Y,A,N,1,0,0,1,0,2
PRYER,P,R,Y,E,R,1,0,0,1,0,2
PRYSE,P,R,Y,S,E,1,0,0,0,1,2
PSEUD,P,S,E,U,D,1,0,0,0,1,2
PSHAW,P,S,H,A,W,1,0,0,1,0,2
PSHUT,P,S,H,U,T,1,0,0,0,0,1
PSIAS,P,S,I,A,S,1,0,1,1,1,4
PSION,P,S,I,O,N,1,0,1,0,0,2
PSOAE,P,S,O,A,E,1,0,1,1,1,4
PSOAI,P,S,O,A,I,1,0,1,1,0,3
PSOAS,P,S,O,A,S,1,0,1,1,1,4
PSORA,P,S,O,R,A,1,0,1,0,1,3
PSYCH,P,S,Y,C,H,1,0,0,0,0,1
PSYOP,P,S,Y,O,P,1,0,0,0,0,1
PTISH,P,T,I,S,H,1,0,1,0,0,2
PTYPE,P,T,Y,P,E,1,0,0,0,1,2
PUBBY,P,U,B,B,Y,1,1,0,0,1,3
PUBCO,P,U,B,C,O,1,1,0,0,0,2
PUBES,P,U,B,E,S,1,1,0,1,1,4
PUBIS,P,U,B,I,S,1,1,0,1,1,4
PUBSY,P,U,B,S,Y,1,1,0,0,1,3
PUCAN,P,U,C,A,N,1,1,0,1,0,3
PUCER,P,U,C,E,R,1,1,0,1,0,3
PUCES,P,U,C,E,S,1,1,0,1,1,4
PUCKA,P,U,C,K,A,1,1,0,0,1,3
PUCKS,P,U,C,K,S,1,1,0,0,1,3
PUDDY,P,U,D,D,Y,1,1,0,0,1,3
PUDGE,P,U,D,G,E,1,1,0,0,1,3
PUDIC,P,U,D,I,C,1,1,0,1,0,3
PUDOR,P,U,D,O,R,1,1,0,0,0,2
PUDSY,P,U,D,S,Y,1,1,0,0,1,3
PUDUS,P,U,D,U,S,1,1,0,0,1,3
PUERS,P,U,E,R,S,1,1,0,0,1,3
PUFFA,P,U,F,F,A,1,1,0,0,1,3
PUFFS,P,U,F,F,S,1,1,0,0,1,3
PUGGY,P,U,G,G,Y,1,1,0,0,1,3
PUGIL,P,U,G,I,L,1,1,0,1,0,3
PUHAS,P,U,H,A,S,1,1,0,1,1,4
PUJAH,P,U,J,A,H,1,1,0,1,0,3
PUJAS,P,U,J,A,S,1,1,0,1,1,4
PUKAS,P,U,K,A,S,1,1,0,1,1,4
PUKED,P,U,K,E,D,1,1,0,1,1,4
PUKER,P,U,K,E,R,1,1,0,1,0,3
PUKES,P,U,K,E,S,1,1,0,1,1,4
PUKEY,P,U,K,E,Y,1,1,0,1,1,4
PUKKA,P,U,K,K,A,1,1,0,0,1,3
PUKUS,P,U,K,U,S,1,1,0,0,1,3
PULAO,P,U,L,A,O,1,1,0,1,0,3
PULAS,P,U,L,A,S,1,1,0,1,1,4
PULED,P,U,L,E,D,1,1,0,1,1,4
PULER,P,U,L,E,R,1,1,0,1,0,3
PULES,P,U,L,E,S,1,1,0,1,1,4
PULIK,P,U,L,I,K,1,1,0,1,0,3
PULIS,P,U,L,I,S,1,1,0,1,1,4
PULKA,P,U,L,K,A,1,1,0,0,1,3
PULKS,P,U,L,K,S,1,1,0,0,1,3
PULLI,P,U,L,L,I,1,1,0,0,0,2
PULLS,P,U,L,L,S,1,1,0,0,1,3
PULLY,P,U,L,L,Y,1,1,0,0,1,3
PULMO,P,U,L,M,O,1,1,0,0,0,2
PULPS,P,U,L,P,S,1,1,0,0,1,3
PULUS,P,U,L,U,S,1,1,0,0,1,3
PULUT,P,U,L,U,T,1,1,0,0,0,2
PUMAS,P,U,M,A,S,1,1,0,1,1,4
PUMIE,P,U,M,I,E,1,1,0,1,1,4
PUMPS,P,U,M,P,S,1,1,0,0,1,3
PUMPY,P,U,M,P,Y,1,1,0,0,1,3
PUNAS,P,U,N,A,S,1,1,1,1,1,5
PUNCE,P,U,N,C,E,1,1,1,0,1,4
PUNGA,P,U,N,G,A,1,1,1,0,1,4
PUNGI,P,U,N,G,I,1,1,1,0,0,3
PUNGO,P,U,N,G,O,1,1,1,0,0,3
PUNGS,P,U,N,G,S,1,1,1,0,1,4
PUNGY,P,U,N,G,Y,1,1,1,0,1,4
PUNIM,P,U,N,I,M,1,1,1,1,0,4
PUNJI,P,U,N,J,I,1,1,1,0,0,3
PUNKA,P,U,N,K,A,1,1,1,0,1,4
PUNKS,P,U,N,K,S,1,1,1,0,1,4
PUNKY,P,U,N,K,Y,1,1,1,0,1,4
PUNNY,P,U,N,N,Y,1,1,1,1,1,5
PUNTO,P,U,N,T,O,1,1,1,1,0,4
PUNTS,P,U,N,T,S,1,1,1,1,1,5
PUNTY,P,U,N,T,Y,1,1,1,1,1,5
PUPAE,P,U,P,A,E,1,1,0,1,1,4
PUPAL,P,U,P,A,L,1,1,0,1,0,3
PUPAS,P,U,P,A,S,1,1,0,1,1,4
PUPPA,P,U,P,P,A,1,1,0,0,1,3
PUPUS,P,U,P,U,S,1,1,0,0,1,3
PURAO,P,U,R,A,O,1,1,1,1,0,4
PURAU,P,U,R,A,U,1,1,1,1,0,4
PURDA,P,U,R,D,A,1,1,1,0,1,4
PURDY,P,U,R,D,Y,1,1,1,0,1,4
PURED,P,U,R,E,D,1,1,1,1,1,5
PURES,P,U,R,E,S,1,1,1,1,1,5
PURGA,P,U,R,G,A,1,1,1,0,1,4
PURIN,P,U,R,I,N,1,1,1,1,0,4
PURIS,P,U,R,I,S,1,1,1,1,1,5
PURLS,P,U,R,L,S,1,1,1,0,1,4
PUROS,P,U,R,O,S,1,1,1,0,1,4
PURPS,P,U,R,P,S,1,1,1,0,1,4
PURPY,P,U,R,P,Y,1,1,1,0,1,4
PURRE,P,U,R,R,E,1,1,1,0,1,4
PURRS,P,U,R,R,S,1,1,1,0,1,4
PURRY,P,U,R,R,Y,1,1,1,0,1,4
PURSY,P,U,R,S,Y,1,1,1,0,1,4
PURTY,P,U,R,T,Y,1,1,1,1,1,5
PUSES,P,U,S,E,S,1,1,0,1,1,4
PUSLE,P,U,S,L,E,1,1,0,0,1,3
PUSSY,P,U,S,S,Y,1,1,0,0,1,3
PUTAS,P,U,T,A,S,1,1,0,1,1,4
PUTER,P,U,T,E,R,1,1,0,1,0,3
PUTID,P,U,T,I,D,1,1,0,1,1,4
PUTIN,P,U,T,I,N,1,1,0,1,0,3
PUTON,P,U,T,O,N,1,1,0,0,0,2
